id,name,type,ordered,laid_down,commissioned,launched,fate,fate_type,fate_survivors,fate_lat,fat_lon,fate_dead,shipyard,ships_sunk
982,U-982,VIIC,6/5/1941,8/24/1942,6/10/1943,4/29/1943,4/9/1945,Destroyed,0,53.32,9.51,0,"Blohm & Voss, Hamburg",0
983,U-983,VIIC,5/25/1941,9/7/1942,6/16/1943,5/12/1943,9/8/1943,Sunk,38,54.56,17.14,5,"Blohm & Voss, Hamburg",0
984,U-984,VIIC,5/25/1941,9/7/1942,6/17/1943,5/12/1943,8/2/1944,Sunk,0,50.03,2.00,45,"Blohm & Voss, Hamburg",1
985,U-985,VIIC,5/25/1941,9/18/1942,6/24/1943,5/20/1943,11/15/1944,Decommissioned,0,58.08,6.22,0,"Blohm & Voss, Hamburg",1
986,U-986,VIIC,5/25/1941,9/18/1942,7/1/1943,5/20/1943,4/10/1944,Missing,0,,,50,"Blohm & Voss, Hamburg",0
987,U-987,VIIC,5/25/1941,10/2/1942,7/8/1943,6/2/1943,6/15/1944,Sunk,0,68.01,5.08,53,"Blohm & Voss, Hamburg",0
988,U-988,VIIC,5/25/1941,10/2/1942,7/15/1943,6/3/1943,6/22/1944,Sunk,0,50.01,-2.59,50,"Blohm & Voss, Hamburg",0
989,U-989,VIIC,5/25/1941,10/17/1942,7/22/1943,6/16/1943,2/14/1945,Sunk,0,61.36,-1.35,47,"Blohm & Voss, Hamburg",1
990,U-990,VIIC,5/25/1941,10/17/1942,7/28/1943,6/16/1943,5/25/1944,Sunk,33,65.05,7.28,20,"Blohm & Voss, Hamburg",1
991,U-991,VIIC,5/25/1941,10/30/1942,7/29/1943,6/24/1943,5/9/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
992,U-992,VIIC,5/25/1941,10/30/1942,8/2/1943,6/24/1943,5/9/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",1
993,U-993,VIIC,5/25/1941,11/16/1942,8/19/1943,7/8/1943,10/4/1944,Sunk,0,,,2,"Blohm & Voss, Hamburg",0
994,U-994,VIIC,5/25/1941,11/14/1942,9/2/1943,7/8/1943,5/9/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
995,U-995,VIIC/41,10/14/1941,11/25/1942,9/16/1943,7/22/1943,5/9/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",3
997,U-997,VIIC/41,10/14/1941,12/7/1942,9/23/1943,8/18/1943,5/9/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",1
998,U-998,VIIC/41,10/14/1941,12/5/1942,10/7/1943,8/18/1943,6/27/1944,Decommissioned,0,,,0,"Blohm & Voss, Hamburg",0
999,U-999,VIIC/41,10/14/1941,12/19/1942,10/21/1943,9/17/1943,5/5/1945,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
1000,U-1000,VIIC/41,10/14/1941,12/18/1942,11/4/1943,9/17/1943,9/29/1944,Decommissioned,0,,,0,"Blohm & Voss, Hamburg",0
1001,U-1001,VIIC/41,10/14/1941,12/31/1942,11/18/1943,10/6/1943,4/8/1945,Sunk,0,49.19,-10.23,46,"Blohm & Voss, Hamburg",0
1002,U-1002,VIIC/41,10/14/1941,1/4/1943,11/30/1943,10/6/1943,5/9/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
1003,U-1003,VIIC/41,10/14/1941,1/18/1943,12/9/1943,10/27/1943,3/23/1945,Scuttled,31,55.38,-7.26,17,"Blohm & Voss, Hamburg",0
1004,U-1004,VIIC/41,10/14/1941,1/15/1943,12/16/1943,10/27/1943,5/9/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",1
1005,U-1005,VIIC/41,10/14/1941,1/29/1943,12/30/1943,11/17/1943,5/14/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
1006,U-1006,VIIC/41,10/14/1941,1/30/1943,1/11/1944,11/17/1943,10/16/1944,Sunk,44,60.59,-4.49,6,"Blohm & Voss, Hamburg",0
1007,U-1007,VIIC/41,3/23/1942,2/15/1943,1/18/1944,12/8/1943,5/2/1945,Scuttled,0,53.54,10.50,2,"Blohm & Voss, Hamburg",0
1008,U-1008,VIIC/41,3/23/1942,2/12/1943,2/1/1944,12/8/1943,5/6/1945,Scuttled,44,56.14,10.51,0,"Blohm & Voss, Hamburg",0
1009,U-1009,VIIC/41,3/23/1942,2/24/1943,2/10/1944,1/5/1944,5/10/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
1010,U-1010,VIIC/41,3/23/1942,2/23/1943,2/22/1944,1/5/1944,5/14/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
1013,U-1013,VIIC/41,3/23/1942,3/26/1943,3/2/1944,1/19/1944,3/17/1944,Sunk,26,54.21,13.55,25,"Blohm & Voss, Hamburg",0
1014,U-1014,VIIC/41,3/23/1942,3/25/1943,3/14/1944,1/30/1944,2/4/1945,Sunk,0,55.17,-6.44,48,"Blohm & Voss, Hamburg",0
1015,U-1015,VIIC/41,3/23/1942,4/5/1943,3/23/1944,2/7/1944,5/19/1944,Sunk,14,55.09,19.11,36,"Blohm & Voss, Hamburg",0
1016,U-1016,VIIC/41,3/23/1942,4/2/1943,4/4/1944,2/8/1944,5/5/1945,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
1017,U-1017,VIIC/41,3/23/1942,4/19/1943,4/13/1944,3/1/1944,4/29/1945,Sunk,0,56.04,-11.06,34,"Blohm & Voss, Hamburg",2
1018,U-1018,VIIC/41,3/23/1942,4/16/1943,4/24/1944,3/1/1944,2/27/1945,Sunk,2,49.56,-5.20,51,"Blohm & Voss, Hamburg",1
1019,U-1019,VIIC/41,6/13/1942,4/28/1943,5/4/1944,3/22/1944,5/9/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
1020,U-1020,VIIC/41,6/13/1942,4/30/1943,5/17/1944,3/22/1944,1/9/1945,Sunk,0,56.32,-1.18,52,"Blohm & Voss, Hamburg",0
1021,U-1021,VIIC/41,6/13/1942,5/6/1943,5/25/1944,4/13/1944,3/14/1945,Sunk,0,50.39,-5.05,43,"Blohm & Voss, Hamburg",0
1022,U-1022,VIIC/41,6/13/1942,5/6/1943,6/7/1944,4/13/1944,5/9/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",1
1023,U-1023,VIIC/41,6/13/1942,5/20/1943,6/15/1944,5/3/1944,5/10/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",1
1024,U-1024,VIIC/41,6/13/1942,5/20/1943,6/28/1944,5/3/1944,4/12/1945,Captured,37,53.39,-5.03,9,"Blohm & Voss, Hamburg",1
1025,U-1025,VIIC/41,6/13/1942,6/3/1943,4/12/1945,5/24/1944,4/30/1945,Decommissioned,0,,,0,"Blohm & Voss, Hamburg",0
1051,U-1051,VIIC,6/5/1941,2/8/1943,3/4/1944,2/3/1944,1/26/1945,Sunk,0,53.39,-5.23,47,"F. Krupp Germaniawerft AG, Kiel",1
1052,U-1052,VIIC,6/5/1941,2/8/1943,1/20/1944,12/16/1943,5/9/1945,Surrendered,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
1053,U-1053,VIIC,6/5/1941,2/8/1943,2/12/1944,1/13/1944,2/15/1945,Sunk,0,60.26,5.16,45,"F. Krupp Germaniawerft AG, Kiel",0
1054,U-1054,VIIC,6/5/1941,3/30/1943,3/25/1944,2/24/1944,9/16/1944,Decommissioned,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
1055,U-1055,VIIC,6/5/1941,3/30/1943,4/8/1944,3/9/1944,4/23/1945,Missing,0,,,49,"F. Krupp Germaniawerft AG, Kiel",4
1056,U-1056,VIIC,6/5/1941,6/21/1943,4/29/1944,3/30/1944,5/5/1945,Scuttled,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
1057,U-1057,VIIC,6/5/1941,6/21/1943,5/20/1944,4/20/1944,5/9/1945,Surrendered,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
1058,U-1058,VIIC,6/5/1941,8/2/1943,6/10/1944,5/11/1944,5/10/1945,Surrendered,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
1059,U-1059,VIIF,8/25/1941,6/4/1942,5/1/1943,3/12/1943,3/19/1944,Sunk,8,13.10,-33.44,47,"F. Krupp Germaniawerft AG, Kiel",0
1060,U-1060,VIIF,8/25/1941,7/7/1942,5/15/1943,3/8/1943,10/27/1944,Grounded,43,65.24,11.59,12,"F. Krupp Germaniawerft AG, Kiel",0
1061,U-1061,VIIF,8/25/1941,8/21/1942,8/25/1943,4/22/1943,5/9/1945,Surrendered,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
1062,U-1062,VIIF,8/25/1941,8/12/1942,6/19/1943,5/8/1943,9/30/1944,Sunk,0,11.36,-34.44,55,"F. Krupp Germaniawerft AG, Kiel",0
1063,U-1063,VIIC/41,10/14/1941,8/17/1943,7/8/1944,6/8/1944,4/15/1945,Sunk,17,50.08,3.00,29,"F. Krupp Germaniawerft AG, Kiel",0
1064,U-1064,VIIC/41,10/14/1941,9/23/1943,7/29/1944,6/22/1944,5/9/1945,Surrendered,0,,,0,"F. Krupp Germaniawerft AG, Kiel",1
1065,U-1065,VIIC/41,10/14/1941,9/23/1943,9/23/1944,8/3/1944,4/9/1945,Sunk,0,57.58,11.15,45,"F. Krupp Germaniawerft AG, Kiel",0
1101,U-1101,VIIC,6/5/1941,3/18/1943,11/10/1943,9/13/1943,5/5/1945,Scuttled,0,,,0,"Nordseewerke, Emden",0
1102,U-1102,VIIC,6/5/1941,4/16/1943,2/22/1944,1/15/1944,3/24/1944,Sunk,0,,,2,"Nordseewerke, Emden",0
1103,U-1103,VIIC/41,10/14/1941,5/26/1943,1/8/1944,10/12/1943,5/5/1945,Surrendered,0,,,0,"Nordseewerke, Emden",0
1104,U-1104,VIIC/41,10/14/1941,6/29/1943,3/15/1944,12/7/1943,5/9/1945,Surrendered,0,,,0,"Nordseewerke, Emden",0
1105,U-1105,VIIC/41,10/14/1941,7/6/1943,6/3/1944,4/20/1944,5/10/1945,Surrendered,0,,,0,"Nordseewerke, Emden",1
1106,U-1106,VIIC/41,10/14/1941,7/28/1943,7/5/1944,5/26/1944,3/29/1945,Sunk,0,61.46,-2.16,46,"Nordseewerke, Emden",0
1107,U-1107,VIIC/41,4/2/1942,8/20/1943,8/8/1944,6/30/1944,4/30/1945,Sunk,0,48.12,-5.42,37,"Nordseewerke, Emden",2
1108,U-1108,VIIC/41,4/2/1942,9/20/1943,11/18/1944,9/5/1944,5/9/1945,Surrendered,0,,,0,"Nordseewerke, Emden",0
1109,U-1109,VIIC/41,4/2/1942,10/20/1943,8/31/1944,6/19/1944,5/12/1945,Surrendered,0,,,0,"Nordseewerke, Emden",0
1110,U-1110,VIIC/41,4/2/1942,12/18/1943,9/24/1944,7/21/1944,5/14/1945,Surrendered,0,,,0,"Nordseewerke, Emden",0
1131,U-1131,VIIC,8/25/1941,2/6/1943,5/20/1944,4/3/1944,3/30/1945,Sunk,0,53.33,9.51,0,"Howaldtswerke AG, Kiel",0
1132,U-1132,VIIC,8/25/1941,2/15/1943,6/24/1944,4/29/1944,5/5/1945,Scuttled,0,,,0,"Howaldtswerke AG, Kiel",0
1161,U-1161,VIIC,8/25/1941,10/27/1942,8/25/1943,5/8/1943,9/10/1943,Given,0,,,0,"Danziger Werft AG, Danzig",0
1162,U-1162,VIIC,8/25/1941,11/14/1942,9/15/1943,5/29/1943,9/10/1943,Given,0,,,0,"Danziger Werft AG, Danzig",0
1163,U-1163,VIIC/41,10/14/1941,12/5/1942,10/6/1943,6/12/1943,5/9/1945,Surrendered,0,,,0,"Danziger Werft AG, Danzig",1
1164,U-1164,VIIC/41,10/14/1941,12/11/1942,10/27/1943,7/3/1943,7/24/1944,Sunk,0,,,0,"Danziger Werft AG, Danzig",0
1165,U-1165,VIIC/41,10/14/1941,12/31/1942,11/17/1943,7/20/1943,5/9/1945,Surrendered,0,,,0,"Danziger Werft AG, Danzig",1
1166,U-1166,VIIC/41,10/14/1941,2/4/1943,12/8/1943,8/28/1943,8/28/1944,Decommissioned,0,,,0,"Danziger Werft AG, Danzig",0
1167,U-1167,VIIC/41,4/2/1942,3/2/1943,12/29/1943,8/28/1943,3/30/1945,Sunk,0,53.32,9.51,1,"Danziger Werft AG, Danzig",0
1168,U-1168,VIIC/41,4/2/1942,3/16/1943,1/19/1944,10/2/1943,5/4/1945,Scuttled,0,54.53,9.37,0,"Danziger Werft AG, Danzig",0
1169,U-1169,VIIC/41,4/2/1942,4/9/1943,2/9/1944,10/2/1943,3/29/1945,Sunk,0,49.58,-5.25,49,"Danziger Werft AG, Danzig",0
1170,U-1170,VIIC/41,4/2/1942,4/30/1943,3/1/1944,10/14/1943,5/2/1945,Scuttled,0,53.59,10.56,0,"Danziger Werft AG, Danzig",0
1171,U-1171,VIIC/41,7/16/1942,5/5/1943,3/22/1944,11/23/1943,5/9/1945,Surrendered,0,,,0,"Danziger Werft AG, Danzig",0
1172,U-1172,VIIC/41,7/16/1942,6/7/1943,4/20/1944,12/3/1943,1/27/1945,Sunk,0,52.24,-5.42,52,"Danziger Werft AG, Danzig",1
1191,U-1191,VIIC,8/25/1941,11/4/1942,9/9/1943,7/6/1943,7/3/1944,Sunk,0,50.09,-0.15,50,"F Schichau GmbH, Danzig",0
1192,U-1192,VIIC,8/25/1941,11/4/1942,9/23/1943,7/16/1943,5/3/1945,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
1193,U-1193,VIIC,8/25/1941,12/28/1942,10/7/1943,8/5/1943,5/5/1945,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
1194,U-1194,VIIC,8/25/1941,12/29/1942,10/21/1943,8/5/1943,5/9/1945,Surrendered,0,,,0,"F Schichau GmbH, Danzig",0
1195,U-1195,VIIC,8/25/1941,2/6/1943,11/4/1943,9/2/1943,4/6/1945,Sunk,18,50.33,-0.56,32,"F Schichau GmbH, Danzig",2
1196,U-1196,VIIC,8/25/1941,2/8/1943,11/18/1943,9/2/1943,5/2/1945,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
1197,U-1197,VIIC,8/25/1941,3/13/1943,12/2/1943,9/30/1943,4/25/1945,Decommissioned,0,,,0,"F Schichau GmbH, Danzig",0
1198,U-1198,VIIC,8/25/1941,3/13/1943,12/9/1943,9/30/1943,5/8/1945,Surrendered,0,,,0,"F Schichau GmbH, Danzig",0
1199,U-1199,VIIC,10/14/1941,3/23/1943,12/23/1943,10/12/1943,1/21/1945,Sunk,0,49.57,-5.42,48,"F Schichau GmbH, Danzig",1
1200,U-1200,VIIC,10/14/1941,4/17/1943,1/5/1944,11/4/1943,11/12/1944,Sunk,0,50.02,-2.01,53,"F Schichau GmbH, Danzig",0
1201,U-1201,VIIC,10/14/1941,4/18/1943,1/13/1944,11/4/1943,5/3/1945,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
1202,U-1202,VIIC,10/14/1941,4/28/1943,1/27/1944,11/11/1943,5/9/1945,Surrendered,0,,,0,"F Schichau GmbH, Danzig",1
1203,U-1203,VIIC,10/14/1941,5/15/1943,2/10/1944,12/9/1943,5/9/1945,Surrendered,0,,,0,"F Schichau GmbH, Danzig",1
1204,U-1204,VIIC,10/14/1941,5/15/1943,2/17/1944,12/9/1943,5/5/1945,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
1205,U-1205,VIIC,4/2/1942,6/12/1943,3/2/1944,12/30/1943,5/3/1945,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
1206,U-1206,VIIC,4/2/1942,6/12/1943,3/16/1944,12/30/1943,4/14/1945,Scuttled,46,57.24,-1.37,4,"F Schichau GmbH, Danzig",0
1207,U-1207,VIIC,4/2/1942,6/26/1943,3/23/1944,1/6/1944,5/5/1945,Scuttled,0,,,0,"F Schichau GmbH, Danzig",0
1208,U-1208,VIIC,4/2/1942,6/30/1943,4/6/1944,1/13/1944,2/24/1945,Sunk,0,49.51,6.00,49,"F Schichau GmbH, Danzig",1
1209,U-1209,VIIC,4/2/1942,7/14/1943,4/13/1944,2/9/1944,12/18/1944,Scuttled,44,49.57,-5.47,9,"F Schichau GmbH, Danzig",0
1210,U-1210,VIIC,4/2/1942,7/14/1943,4/22/1944,2/9/1944,5/3/1945,Sunk,0,54.28,9.51,1,"F Schichau GmbH, Danzig",0
1221,U-1221,IXC/40,8/25/1941,10/28/1942,8/11/1943,5/26/1943,4/3/1945,Sunk,11,,,7,"Deutsche Werft AG, Hamburg",0
1222,U-1222,IXC/40,8/25/1941,11/2/1942,9/1/1943,6/9/1943,7/11/1944,Sunk,0,46.31,-5.29,56,"Deutsche Werft AG, Hamburg",0
1223,U-1223,IXC/40,8/25/1941,11/25/1942,10/6/1943,6/23/1943,4/14/1945,Decommissioned,0,53.32,8.35,0,"Deutsche Werft AG, Hamburg",1
1224,U-1224,IXC/40,8/25/1941,11/30/1942,10/20/1943,7/7/1943,2/15/1944,Given,0,18.08,-33.13,0,"Deutsche Werft AG, Hamburg",0
1225,U-1225,IXC/40,8/25/1941,12/28/1942,11/10/1943,7/21/1943,6/24/1944,Sunk,0,63.00,-0.50,56,"Deutsche Werft AG, Hamburg",0
1226,U-1226,IXC/40,8/25/1941,1/11/1943,11/24/1943,8/21/1943,10/23/1944,Missing,0,,,56,"Deutsche Werft AG, Hamburg",0
1227,U-1227,IXC/40,10/14/1941,2/1/1943,12/8/1943,9/18/1943,4/9/1945,Damaged,0,,,0,"Deutsche Werft AG, Hamburg",1
1228,U-1228,IXC/40,10/14/1941,2/16/1943,12/22/1943,10/2/1943,5/17/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",1
1229,U-1229,IXC/40,10/14/1941,3/2/1943,1/13/1944,10/22/1943,8/20/1944,Sunk,41,42.20,-51.39,18,"Deutsche Werft AG, Hamburg",0
1230,U-1230,IXC/40,10/14/1941,3/15/1943,1/26/1944,11/8/1943,5/5/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",1
1231,U-1231,IXC/40,10/14/1941,3/31/1943,2/9/1944,11/18/1943,5/13/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
1232,U-1232,IXC/40,10/14/1941,4/14/1943,3/8/1944,12/20/1943,4/1/1945,Decommissioned,0,,,0,"Deutsche Werft AG, Hamburg",3
1233,U-1233,IXC/40,10/14/1941,4/29/1943,3/22/1944,12/23/1943,5/5/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
1234,U-1234,IXC/40,10/14/1941,5/11/1943,4/19/1944,1/7/1944,5/5/1945,Scuttled,43,,,13,"Deutsche Werft AG, Hamburg",0
1235,U-1235,IXC/40,10/14/1941,5/25/1943,5/17/1944,1/25/1944,4/15/1945,Sunk,0,42.54,-30.25,57,"Deutsche Werft AG, Hamburg",0
1271,U-1271,VIIC/41,3/23/1942,4/17/1943,1/12/1944,12/8/1943,5/9/1945,Surrendered,0,,,0,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",0
1272,U-1272,VIIC/41,3/23/1942,5/31/1943,1/28/1944,12/23/1943,5/10/1945,Surrendered,0,,,0,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",0
1273,U-1273,VIIC/41,3/23/1942,6/7/1943,2/16/1944,1/10/1944,2/17/1945,Sunk,8,59.24,10.32,43,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",0
1274,U-1274,VIIC/41,6/13/1942,6/21/1943,3/1/1944,1/25/1944,4/16/1945,Sunk,0,55.36,-1.24,44,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",1
1275,U-1275,VIIC/41,6/13/1942,7/7/1943,3/22/1944,2/8/1944,5/3/1945,Scuttled,0,,,0,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",0
1276,U-1276,VIIC/41,6/13/1942,7/13/1943,4/6/1944,2/25/1944,2/20/1945,Sunk,0,51.48,-7.07,49,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",1
1277,U-1277,VIIC/41,6/13/1942,8/6/1943,5/3/1944,3/18/1944,6/3/1945,Scuttled,47,41.13,-8.43,0,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",0
1278,U-1278,VIIC/41,6/13/1942,8/12/1943,5/31/1944,4/15/1944,2/17/1945,Sunk,0,61.32,1.36,48,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",0
1279,U-1279,VIIC/41,6/13/1942,8/26/1943,7/5/1944,7/5/1944,2/27/1945,Sunk,0,49.46,-5.47,48,"Bremer Vulkan-Vegesacker Werft, Bremen-Vegesack",0
1301,U-1301,VIIC/41,4/2/1942,1/20/1943,2/11/1944,12/22/1943,5/9/1945,Surrendered,0,,,0,"Flensburger Schiffsbau-Ges, Flensburg",0
1302,U-1302,VIIC/41,4/2/1942,3/6/1943,5/25/1944,4/4/1944,3/7/1945,Sunk,0,52.19,-5.23,48,"Flensburger Schiffsbau-Ges, Flensburg",3
1303,U-1303,VIIC/41,4/2/1942,4/8/1943,4/5/1944,2/10/1944,5/5/1945,Scuttled,0,,,0,"Flensburger Schiffsbau-Ges, Flensburg",0
1304,U-1304,VIIC/41,4/2/1942,5/17/1943,9/6/1944,8/4/1944,5/5/1945,Scuttled,0,,,0,"Flensburger Schiffsbau-Ges, Flensburg",0
1305,U-1305,VIIC/41,8/1/1942,7/30/1943,9/13/1944,7/11/1944,5/10/1945,Surrendered,0,,,0,"Flensburger Schiffsbau-Ges, Flensburg",1
1306,U-1306,VIIC/41,8/1/1942,9/23/1943,12/20/1944,10/25/1944,5/5/1945,Scuttled,0,,,0,"Flensburger Schiffsbau-Ges, Flensburg",0
1307,U-1307,VIIC/41,8/1/1942,12/2/1943,11/17/1944,9/29/1944,5/9/1945,Surrendered,0,,,0,"Flensburger Schiffsbau-Ges, Flensburg",0
1308,U-1308,VIIC/41,8/1/1942,2/16/1944,1/17/1945,11/22/1944,5/1/1945,Scuttled,0,54.10,12.05,0,"Flensburger Schiffsbau-Ges, Flensburg",0
1405,U-1405,XVIIB,1/4/1943,10/15/1943,12/21/1944,12/1/1944,5/5/1945,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
1406,U-1406,XVIIB,1/4/1943,10/30/1943,2/8/1945,1/2/1945,5/5/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
1407,U-1407,XVIIB,1/4/1943,11/13/1943,3/13/1945,3/13/1945,5/5/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",0
2321,U-2321,XXIII,9/20/1943,3/10/1944,6/12/1944,4/17/1944,5/9/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",1
2322,U-2322,XXIII,9/20/1943,3/22/1944,7/1/1944,4/30/1944,5/9/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",1
2323,U-2323,XXIII,9/20/1943,4/11/1944,7/18/1944,5/31/1944,7/26/1944,Sunk,12,54.23,10.11,2,"Deutsche Werft AG, Hamburg",0
2324,U-2324,XXIII,9/20/1943,4/21/1944,7/25/1944,6/16/1944,5/9/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2325,U-2325,XXIII,9/20/1943,4/29/1944,8/3/1944,7/13/1944,5/9/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2326,U-2326,XXIII,9/20/1943,5/8/1944,8/10/1944,7/17/1944,5/14/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2327,U-2327,XXIII,9/20/1943,5/16/1944,8/19/1944,7/29/1944,5/2/1945,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2328,U-2328,XXIII,9/20/1943,5/19/1944,8/25/1944,8/7/1944,5/9/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2329,U-2329,XXIII,9/20/1943,6/2/1944,9/1/1944,8/11/1944,5/9/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2330,U-2330,XXIII,9/20/1943,6/12/1944,9/7/1944,8/19/1944,5/3/1945,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2331,U-2331,XXIII,9/20/1943,6/30/1944,9/12/1944,8/22/1944,10/10/1944,Sunk,4,54.00,18.00,15,"Deutsche Werft AG, Hamburg",0
2332,U-2332,XXIII,7/7/1944,9/20/1944,11/13/1944,10/18/1944,5/3/1945,Scuttled,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
2333,U-2333,XXIII,7/7/1944,9/27/1944,12/18/1944,11/16/1944,5/5/1945,Scuttled,0,,,0,"F. Krupp Germaniawerft AG, Kiel",0
2334,U-2334,XXIII,9/20/1943,7/14/1944,9/21/1944,8/26/1944,5/9/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2335,U-2335,XXIII,9/20/1943,7/20/1944,9/27/1944,8/31/1944,5/9/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2336,U-2336,XXIII,9/20/1943,7/27/1944,9/30/1944,9/10/1944,5/15/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",2
2337,U-2337,XXIII,9/20/1943,8/2/1944,10/4/1944,9/15/1944,5/9/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2338,U-2338,XXIII,9/20/1943,8/10/1944,10/9/1944,9/18/1944,5/4/1945,Sunk,0,55.34,9.49,12,"Deutsche Werft AG, Hamburg",0
2339,U-2339,XXIII,9/20/1943,8/15/1944,11/16/1944,9/22/1944,5/5/1945,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2340,U-2340,XXIII,9/20/1943,8/18/1944,10/16/1944,9/28/1944,3/30/1945,Sunk,0,,,0,"Deutsche Werft AG, Hamburg",0
2341,U-2341,XXIII,9/20/1943,8/23/1944,10/21/1944,10/3/1944,5/5/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2342,U-2342,XXIII,9/20/1943,8/29/1944,11/1/1944,10/13/1944,12/26/1944,Sunk,0,54.01.,", 14.1",7,"Deutsche Werft AG, Hamburg",0
2343,U-2343,XXIII,9/20/1943,8/31/1944,11/6/1944,10/18/1944,5/5/1945,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2344,U-2344,XXIII,9/20/1943,9/4/1944,11/10/1944,10/24/1944,2/18/1945,Sunk,3,54.16.,", 11.4",11,"Deutsche Werft AG, Hamburg",0
2345,U-2345,XXIII,9/20/1943,9/7/1944,11/15/1944,10/28/1944,5/9/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2346,U-2346,XXIII,9/20/1943,9/14/1944,11/20/1944,10/31/1944,5/5/1945,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2347,U-2347,XXIII,9/20/1943,9/19/1944,12/2/1944,11/6/1944,5/5/1945,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2348,U-2348,XXIII,9/20/1944,9/22/1944,12/4/1944,11/11/1944,5/9/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2349,U-2349,XXIII,9/20/1944,9/25/1944,12/11/1944,11/20/1944,5/5/1945,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
2350,U-2350,XXIII,9/20/1944,9/28/1944,12/23/1944,11/22/1944,5/9/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2351,U-2351,XXIII,9/20/1944,10/3/1944,12/30/1944,11/25/1944,5/5/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",0
2352,U-2352,XXIII,9/20/1944,10/9/1944,1/11/1945,12/5/1944,5/5/1945,Scuttled,0,,,0,"Deutsche Werft AG, Hamburg",0
