id,name,type,ordered,laid_down,commissioned,launched,fate,fate_type,fate_survivors,fate_lat,fat_lon,fate_dead,shipyard,ships_sunk
332,U-332,VIIC,9/23/1939,12/16/1939,6/7/1941,3/22/1941,4/29/1943,Sunk,0,45.08,-9.33,45,"Nordseewerke, Emden",8
333,U-333,VIIC,9/23/1939,3/11/1940,8/25/1941,6/14/1941,7/31/1944,Sunk,0,49.39,-7.28,45,"Nordseewerke, Emden",7
334,U-334,VIIC,9/23/1939,3/16/1940,10/9/1941,8/15/1941,6/14/1943,Sunk,0,58.16,-28.20,47,"Nordseewerke, Emden",2
335,U-335,VIIC,8/15/1940,1/3/1941,12/17/1941,10/15/1941,8/3/1942,Sunk,0,62.48,-0.12,43,"Nordseewerke, Emden",0
336,U-336,VIIC,8/15/1940,3/28/1941,2/14/1942,12/4/1941,10/5/1943,Sunk,0,62.43,-27.17,50,"Nordseewerke, Emden",1
337,U-337,VIIC,11/21/1940,4/1/1941,5/6/1942,3/26/1942,1/3/1943,Missing,0,,,47,"Nordseewerke, Emden",0
338,U-338,VIIC,11/21/1940,4/4/1941,6/25/1942,4/20/1942,9/20/1943,Missing,0,,,51,"Nordseewerke, Emden",4
339,U-339,VIIC,12/17/1940,7/7/1941,8/25/1942,6/30/1942,2/23/1945,Decommissioned,0,,,0,"Nordseewerke, Emden",0
340,U-340,VIIC,12/17/1940,10/1/1941,10/16/1942,8/20/1942,11/2/1943,Scuttled,48,35.49,-5.14,1,"Nordseewerke, Emden",0
341,U-341,VIIC,1/20/1941,10/28/1941,11/28/1942,10/10/1942,9/19/1943,Sunk,0,58.34,-25.30,50,"Nordseewerke, Emden",0
342,U-342,VIIC,1/20/1941,12/7/1941,1/12/1943,11/10/1942,4/17/1944,Sunk,0,60.23,-29.20,51,"Nordseewerke, Emden",0
343,U-343,VIIC,1/20/1941,4/1/1942,2/18/1943,12/21/1942,3/10/1944,Sunk,0,38.07,9.41,51,"Nordseewerke, Emden",0
344,U-344,VIIC,1/20/1941,5/7/1942,3/26/1943,1/29/1943,8/22/1944,Sunk,0,74.54,15.26,50,"Nordseewerke, Emden",1
345,U-345,VIIC,4/10/1941,7/9/1942,5/4/1943,3/11/1943,12/23/1943,Decommissioned,0,,,0,"Nordseewerke, Emden",0
346,U-346,VIIC,4/10/1941,10/28/1942,6/7/1943,4/13/1943,9/20/1943,Sunk,6,54.37,18.50,37,"Nordseewerke, Emden",0
347,U-347,VIIC,4/10/1941,10/19/1942,7/7/1943,5/21/1943,7/17/1944,Sunk,0,68.36,8.33,49,"Nordseewerke, Emden",0
348,U-348,VIIC,4/10/1941,11/17/1942,8/10/1943,6/25/1943,3/30/1945,Sunk,0,53.32,9.51,2,"Nordseewerke, Emden",0
349,U-349,VIIC,6/5/1941,12/29/1942,9/8/1943,7/22/1943,5/5/1945,Scuttled,0,,,1,"Nordseewerke, Emden",0
350,U-350,VIIC,6/5/1941,2/15/1943,10/7/1943,8/17/1943,3/30/1945,Sunk,0,53.32,9.51,0,"Nordseewerke, Emden",0
351,U-351,VIIC,10/9/1939,3/4/1940,6/20/1941,3/27/1941,5/5/1945,Scuttled,0,54.53,9.50,0,"Flensburger Schiffsbau-Ges, Flensburg",0
352,U-352,VIIC,10/9/1939,3/11/1940,8/28/1941,5/7/1941,5/9/1942,Sunk,33,34.13,-76.34,15,"Flensburger Schiffsbau-Ges, Flensburg",0
353,U-353,VIIC,10/9/1939,3/30/1940,3/31/1942,11/11/1941,10/16/1942,Sunk,39,53.54,-29.30,6,"Flensburger Schiffsbau-Ges, Flensburg",0
354,U-354,VIIC,10/9/1939,4/15/1940,4/22/1942,1/10/1942,8/24/1944,Sunk,0,72.49,30.41,51,"Flensburger Schiffsbau-Ges, Flensburg",1
355,U-355,VIIC,10/26/1939,5/4/1940,10/29/1941,7/5/1941,4/1/1944,Missing,0,,,52,"Flensburger Schiffsbau-Ges, Flensburg",1
356,U-356,VIIC,10/26/1939,5/11/1940,12/20/1941,9/17/1941,12/27/1942,Sunk,0,45.30,-25.40,46,"Flensburger Schiffsbau-Ges, Flensburg",3
357,U-357,VIIC,10/26/1939,5/19/1940,6/18/1942,3/31/1942,12/26/1942,Sunk,6,57.10,-15.40,36,"Flensburger Schiffsbau-Ges, Flensburg",0
358,U-358,VIIC,10/26/1939,6/25/1940,8/15/1942,4/30/1942,3/1/1944,Sunk,0,45.46,-23.16,50,"Flensburger Schiffsbau-Ges, Flensburg",4
359,U-359,VIIC,8/6/1940,6/9/1941,10/5/1942,6/11/1942,7/26/1943,Sunk,0,18.06,-75.00,47,"Flensburger Schiffsbau-Ges, Flensburg",0
360,U-360,VIIC,8/6/1940,8/9/1941,11/12/1942,7/28/1942,4/2/1944,Sunk,0,73.28,13.04,51,"Flensburger Schiffsbau-Ges, Flensburg",1
361,U-361,VIIC,12/7/1940,9/12/1941,12/18/1942,9/9/1942,7/17/1944,Sunk,0,68.35,6.00,52,"Flensburger Schiffsbau-Ges, Flensburg",0
362,U-362,VIIC,12/7/1940,11/9/1941,2/4/1943,10/21/1942,9/5/1944,Sunk,0,75.51,89.27,51,"Flensburger Schiffsbau-Ges, Flensburg",0
363,U-363,VIIC,1/20/1941,12/23/1941,3/18/1943,12/17/1942,5/9/1945,Surrendered,0,,,0,"Flensburger Schiffsbau-Ges, Flensburg",0
364,U-364,VIIC,1/20/1941,2/12/1942,5/3/1943,1/21/1943,1/29/1944,Sunk,0,45.33,-6.05,49,"Flensburger Schiffsbau-Ges, Flensburg",0
365,U-365,VIIC,1/20/1941,4/21/1942,6/8/1943,3/9/1943,12/13/1944,Sunk,0,70.43,8.07,50,"Flensburger Schiffsbau-Ges, Flensburg",1
366,U-366,VIIC,1/20/1941,5/22/1942,7/16/1943,4/16/1943,3/5/1944,Sunk,0,72.10,14.45,50,"Flensburger Schiffsbau-Ges, Flensburg",0
367,U-367,VIIC,8/25/1941,7/6/1942,8/27/1943,6/11/1943,3/15/1945,Sunk,0,54.36,18.52,43,"Flensburger Schiffsbau-Ges, Flensburg",0
368,U-368,VIIC,8/25/1941,8/20/1942,1/7/1944,11/16/1943,5/5/1945,Surrendered,0,,,0,"Flensburger Schiffsbau-Ges, Flensburg",0
369,U-369,VIIC,8/25/1941,10/6/1942,10/15/1943,8/17/1943,5/9/1945,Surrendered,0,,,0,"Flensburger Schiffsbau-Ges, Flensburg",0
370,U-370,VIIC,8/25/1941,11/21/1942,11/19/1943,9/24/1943,5/5/1945,Scuttled,0,,,0,"Flensburger Schiffsbau-Ges, Flensburg",2
371,U-371,VIIC,9/23/1939,11/17/1939,3/15/1941,1/27/1941,5/4/1944,Sunk,49,37.49,5.39,3,"Howaldtswerke AG, Kiel",8
372,U-372,VIIC,9/23/1939,11/17/1939,4/19/1941,3/8/1941,8/4/1942,Sunk,48,32.28,34.37,0,"Howaldtswerke AG, Kiel",3
373,U-373,VIIC,9/23/1939,12/8/1939,5/22/1941,4/5/1941,6/8/1944,Sunk,47,48.10,-5.31,4,"Howaldtswerke AG, Kiel",3
374,U-374,VIIC,9/23/1939,12/18/1939,6/21/1941,5/10/1941,1/12/1942,Sunk,0,37.50,16.00,42,"Howaldtswerke AG, Kiel",1
375,U-375,VIIC,10/16/1939,3/14/1940,7/19/1941,6/7/1941,7/25/1943,Missing,0,,,46,"Howaldtswerke AG, Kiel",8
376,U-376,VIIC,10/16/1939,4/3/1940,8/21/1941,7/10/1941,4/7/1943,Missing,0,,,47,"Howaldtswerke AG, Kiel",2
377,U-377,VIIC,10/16/1939,4/8/1940,10/2/1941,8/15/1941,1/17/1944,Sunk,0,49.39,-20.10,52,"Howaldtswerke AG, Kiel",0
378,U-378,VIIC,10/16/1939,5/3/1940,10/30/1941,9/13/1941,10/20/1943,Sunk,0,47.40,-28.27,48,"Howaldtswerke AG, Kiel",1
379,U-379,VIIC,10/16/1939,5/27/1940,11/29/1941,10/15/1941,8/8/1942,Sunk,5,57.11,-30.57,40,"Howaldtswerke AG, Kiel",2
380,U-380,VIIC,10/16/1939,10/1/1940,12/22/1941,11/5/1941,3/11/1944,Sunk,0,43.07,5.55,1,"Howaldtswerke AG, Kiel",2
381,U-381,VIIC,10/16/1939,4/26/1941,2/25/1942,1/14/1942,5/10/1943,Missing,0,,,47,"Howaldtswerke AG, Kiel",0
382,U-382,VIIC,10/16/1939,7/30/1941,4/25/1942,3/21/1942,6/30/1944,Decommissioned,0,,,0,"Howaldtswerke AG, Kiel",1
383,U-383,VIIC,8/15/1940,3/29/1941,6/6/1942,4/22/1942,8/1/1943,Sunk,0,47.24,-12.10,52,"Howaldtswerke AG, Kiel",1
384,U-384,VIIC,8/15/1940,3/29/1941,7/18/1942,5/28/1942,3/19/1943,Sunk,0,54.18,-26.15,47,"Howaldtswerke AG, Kiel",2
385,U-385,VIIC,8/15/1940,5/16/1941,8/29/1942,7/8/1942,8/11/1944,Sunk,42,46.16,-2.45,1,"Howaldtswerke AG, Kiel",0
386,U-386,VIIC,8/15/1940,5/16/1941,10/10/1942,8/19/1942,2/19/1944,Sunk,16,48.51,-22.44,33,"Howaldtswerke AG, Kiel",1
387,U-387,VIIC,11/21/1940,9/5/1941,11/24/1942,10/1/1942,12/9/1944,Sunk,0,69.41,33.12,51,"Howaldtswerke AG, Kiel",0
388,U-388,VIIC,11/21/1940,9/12/1941,12/31/1942,11/12/1942,6/20/1943,Sunk,0,57.36,-31.20,47,"Howaldtswerke AG, Kiel",0
389,U-389,VIIC,11/21/1940,12/3/1941,2/6/1943,12/19/1942,10/4/1943,Sunk,0,60.51,-28.26,50,"Howaldtswerke AG, Kiel",0
390,U-390,VIIC,11/21/1940,12/6/1941,3/13/1943,1/23/1943,7/5/1944,Sunk,0,49.52,-0.48,48,"Howaldtswerke AG, Kiel",1
391,U-391,VIIC,1/20/1941,1/9/1942,4/24/1943,3/5/1943,12/13/1943,Sunk,0,45.45,-9.38,51,"Howaldtswerke AG, Kiel",0
392,U-392,VIIC,1/20/1941,1/10/1942,5/29/1943,4/10/1943,3/16/1944,Sunk,0,35.55,-5.41,52,"Howaldtswerke AG, Kiel",0
393,U-393,VIIC,1/20/1941,4/8/1942,7/3/1943,5/15/1943,5/5/1945,Scuttled,0,54.52,9.37,2,"Howaldtswerke AG, Kiel",0
394,U-394,VIIC,1/20/1941,3/31/1942,8/7/1943,6/19/1943,9/2/1944,Sunk,0,69.47,4.10,50,"Howaldtswerke AG, Kiel",0
396,U-396,VIIC,1/20/1941,6/6/1942,10/16/1943,8/27/1943,4/11/1945,Missing,0,,,45,"Howaldtswerke AG, Kiel",0
397,U-397,VIIC,1/20/1941,8/29/1942,11/20/1943,10/6/1943,5/5/1945,Scuttled,0,,,0,"Howaldtswerke AG, Kiel",0
398,U-398,VIIC,1/20/1941,8/26/1942,12/18/1943,11/6/1943,4/17/1945,Missing,0,,,43,"Howaldtswerke AG, Kiel",0
399,U-399,VIIC,8/25/1941,11/12/1942,1/22/1944,12/4/1943,3/26/1945,Sunk,0,49.56,-5.22,46,"Howaldtswerke AG, Kiel",1
400,U-400,VIIC,8/25/1941,11/18/1942,3/18/1944,1/8/1944,12/14/1944,Sunk,0,50.33,-5.11,50,"Howaldtswerke AG, Kiel",0
401,U-401,VIIC,9/23/1939,4/8/1940,4/10/1941,12/16/1940,8/3/1941,Sunk,0,50.30,-19.35,45,"Danziger Werft AG, Danzig",0
402,U-402,VIIC,9/23/1939,4/22/1940,5/21/1941,12/28/1940,10/13/1943,Sunk,0,48.56,-29.41,50,"Danziger Werft AG, Danzig",14
403,U-403,VIIC,9/23/1939,5/20/1940,6/25/1941,2/26/1941,8/18/1943,Sunk,0,13.42,-17.36,49,"Danziger Werft AG, Danzig",2
404,U-404,VIIC,9/23/1939,6/4/1940,8/6/1941,6/4/1941,7/28/1943,Sunk,0,45.53,-9.25,51,"Danziger Werft AG, Danzig",14
405,U-405,VIIC,10/16/1939,7/8/1940,9/17/1941,6/4/1941,11/1/1943,Sunk,0,49.00,-31.14,49,"Danziger Werft AG, Danzig",2
406,U-406,VIIC,10/16/1939,9/6/1940,10/22/1941,6/16/1941,2/18/1944,Sunk,45,48.32,-23.36,12,"Danziger Werft AG, Danzig",1
407,U-407,VIIC,10/16/1939,9/12/1940,12/18/1941,8/16/1941,9/19/1944,Sunk,48,36.27,24.33,5,"Danziger Werft AG, Danzig",3
408,U-408,VIIC,10/16/1939,9/30/1940,11/19/1941,7/16/1941,11/5/1942,Sunk,0,67.40,-18.32,45,"Danziger Werft AG, Danzig",3
409,U-409,VIIC,10/30/1939,10/26/1940,1/21/1942,9/23/1941,7/12/1943,Sunk,37,37.12,4.00,11,"Danziger Werft AG, Danzig",4
410,U-410,VIIC,10/30/1939,1/9/1941,2/23/1942,10/14/1941,3/11/1944,Sunk,0,43.07,5.55,0,"Danziger Werft AG, Danzig",7
411,U-411,VIIC,10/30/1939,1/28/1941,3/18/1942,11/15/1941,11/13/1942,Sunk,0,36.00,-9.35,46,"Danziger Werft AG, Danzig",0
412,U-412,VIIC,10/30/1939,3/7/1941,4/29/1942,12/15/1941,10/22/1942,Sunk,0,63.55,0.24,47,"Danziger Werft AG, Danzig",0
413,U-413,VIIC,8/15/1940,4/25/1941,6/3/1942,1/15/1942,8/20/1944,Sunk,0,50.21,-0.01,45,"Danziger Werft AG, Danzig",5
414,U-414,VIIC,8/15/1940,6/14/1941,7/1/1942,3/25/1942,5/25/1943,Sunk,0,36.31,0.40,47,"Danziger Werft AG, Danzig",1
415,U-415,VIIC,8/15/1940,7/12/1941,8/5/1942,5/9/1942,7/14/1944,Sunk,0,48.22,-4.29,2,"Danziger Werft AG, Danzig",1
416,U-416,VIIC,8/15/1940,8/11/1941,11/4/1942,5/9/1942,4/8/1943,Decommissioned,0,54.51,14.35,0,"Danziger Werft AG, Danzig",0
417,U-417,VIIC,1/20/1941,9/16/1941,9/26/1942,6/6/1942,6/11/1943,Sunk,0,63.20,-10.30,46,"Danziger Werft AG, Danzig",0
418,U-418,VIIC,1/20/1941,10/21/1941,10/21/1942,7/11/1942,5/30/1943,Sunk,0,47.00,-14.00,48,"Danziger Werft AG, Danzig",0
419,U-419,VIIC,1/20/1941,11/7/1941,11/18/1942,8/22/1942,10/8/1943,Sunk,0,56.31,-27.05,48,"Danziger Werft AG, Danzig",0
420,U-420,VIIC,1/20/1941,12/3/1941,12/16/1942,8/18/1942,10/20/1943,Missing,0,,,49,"Danziger Werft AG, Danzig",0
421,U-421,VIIC,4/10/1941,1/20/1942,1/13/1943,9/24/1942,4/29/1944,Sunk,0,43.07,5.55,0,"Danziger Werft AG, Danzig",0
422,U-422,VIIC,4/10/1941,2/11/1942,2/10/1943,10/10/1942,10/4/1943,Sunk,0,43.13,-28.58,49,"Danziger Werft AG, Danzig",0
423,U-423,VIIC,4/10/1941,3/16/1942,3/3/1943,11/7/1942,6/17/1944,Sunk,0,63.06,2.05,53,"Danziger Werft AG, Danzig",0
424,U-424,VIIC,4/10/1941,4/16/1942,4/7/1943,11/28/1942,2/11/1944,Sunk,0,50.00,-18.14,50,"Danziger Werft AG, Danzig",0
425,U-425,VIIC,6/5/1941,5/23/1942,4/21/1943,12/19/1942,2/17/1945,Sunk,0,69.39,35.50,52,"Danziger Werft AG, Danzig",0
426,U-426,VIIC,6/5/1941,6/20/1942,5/12/1943,2/6/1943,1/8/1944,Sunk,0,46.47,-10.42,51,"Danziger Werft AG, Danzig",1
427,U-427,VIIC,6/5/1941,7/27/1942,6/2/1943,2/6/1943,5/9/1945,Surrendered,0,,,0,"Danziger Werft AG, Danzig",0
428,U-428,VIIC,6/5/1941,8/13/1942,6/26/1943,3/11/1943,9/10/1943,Given,0,,,0,"Danziger Werft AG, Danzig",0
429,U-429,VIIC,8/25/1941,9/14/1942,7/14/1943,3/30/1943,9/10/1943,Given,0,,,0,"Danziger Werft AG, Danzig",0
430,U-430,VIIC,8/25/1941,10/5/1942,8/4/1943,4/22/1943,9/10/1943,Given,0,,,0,"Danziger Werft AG, Danzig",0
431,U-431,VIIC,9/23/1939,1/4/1940,4/5/1941,2/2/1941,10/21/1943,Sunk,0,37.23,0.35,52,"F Schichau GmbH, Danzig",6
432,U-432,VIIC,9/23/1939,1/14/1940,4/26/1941,2/3/1941,3/11/1943,Sunk,20,51.35,-28.20,26,"F Schichau GmbH, Danzig",20
433,U-433,VIIC,9/23/1939,1/4/1940,5/24/1941,3/15/1941,11/16/1941,Sunk,38,36.13,-4.42,6,"F Schichau GmbH, Danzig",1
434,U-434,VIIC,9/23/1939,1/20/1940,6/21/1941,3/15/1941,12/18/1941,Sunk,42,36.15,-15.48,2,"F Schichau GmbH, Danzig",0
435,U-435,VIIC,10/16/1939,4/11/1940,8/30/1941,5/31/1941,7/9/1943,Sunk,0,39.20,-13.00,48,"F Schichau GmbH, Danzig",9
436,U-436,VIIC,10/16/1939,4/25/1940,9/27/1941,6/21/1941,5/26/1943,Sunk,0,43.49,-15.56,47,"F Schichau GmbH, Danzig",6
437,U-437,VIIC,10/16/1939,4/16/1940,10/25/1941,7/26/1941,10/4/1944,Damaged,0,,,0,"F Schichau GmbH, Danzig",0
438,U-438,VIIC,10/16/1939,4/25/1940,11/22/1941,9/6/1941,5/6/1943,Sunk,0,52.00,-45.10,48,"F Schichau GmbH, Danzig",3
439,U-439,VIIC,1/5/1940,10/1/1940,12/20/1941,10/11/1941,5/4/1943,Sunk,9,43.32,-13.20,40,"F Schichau GmbH, Danzig",0
440,U-440,VIIC,1/5/1940,10/1/1940,1/24/1942,11/8/1941,5/31/1943,Sunk,0,45.38,-13.04,46,"F Schichau GmbH, Danzig",0
441,U-441,VIIC,1/5/1940,10/15/1940,2/21/1942,12/13/1941,6/30/1944,Sunk,0,49.37,-3.41,51,"F Schichau GmbH, Danzig",1
442,U-442,VIIC,1/5/1940,10/19/1940,3/21/1942,1/17/1942,2/12/1943,Sunk,0,37.32,-11.56,48,"F Schichau GmbH, Danzig",4
443,U-443,VIIC,4/13/1940,2/10/1941,4/18/1942,1/31/1942,2/23/1943,Sunk,0,36.55,2.25,48,"F Schichau GmbH, Danzig",3
444,U-444,VIIC,4/13/1940,2/10/1941,5/9/1942,2/26/1942,3/11/1943,Sunk,4,51.14,-29.18,41,"F Schichau GmbH, Danzig",0
445,U-445,VIIC,8/6/1940,4/9/1941,5/30/1942,3/19/1942,8/24/1944,Sunk,0,47.21,-5.50,52,"F Schichau GmbH, Danzig",0
446,U-446,VIIC,8/6/1940,4/9/1941,6/20/1942,4/11/1942,9/21/1942,Sunk,18,54.27,18.55,23,"F Schichau GmbH, Danzig",0
447,U-447,VIIC,8/6/1940,7/1/1941,7/11/1942,4/30/1942,5/7/1943,Sunk,0,35.30,-11.55,48,"F Schichau GmbH, Danzig",0
448,U-448,VIIC,8/6/1940,7/1/1941,8/1/1942,5/23/1942,4/14/1944,Sunk,42,46.22,-19.35,9,"F Schichau GmbH, Danzig",0
449,U-449,VIIC,11/21/1940,7/17/1941,8/22/1942,6/13/1942,6/24/1943,Sunk,0,45.00,-11.59,49,"F Schichau GmbH, Danzig",0
450,U-450,VIIC,11/21/1940,7/22/1941,9/12/1942,7/4/1942,3/10/1944,Sunk,51,41.11,12.27,0,"F Schichau GmbH, Danzig",0
451,U-451,VIIC,10/30/1939,5/18/1940,5/3/1941,3/5/1941,12/21/1941,Sunk,0,35.55,-6.08,44,"Deutsche Werke AG, Kiel",1
452,U-452,VIIC,10/30/1939,5/25/1940,5/29/1941,3/29/1941,8/25/1941,Sunk,0,61.30,-15.30,42,"Deutsche Werke AG, Kiel",0
453,U-453,VIIC,10/30/1939,7/4/1940,6/26/1941,4/30/1941,5/21/1944,Sunk,51,38.13,16.36,1,"Deutsche Werke AG, Kiel",9
454,U-454,VIIC,10/30/1939,7/4/1940,7/24/1941,4/30/1941,8/1/1943,Sunk,14,45.36,-10.23,32,"Deutsche Werke AG, Kiel",1
455,U-455,VIIC,1/16/1940,9/3/1940,8/21/1941,6/21/1941,4/5/1944,Sunk,0,44.18,9.02,51,"Deutsche Werke AG, Kiel",3
456,U-456,VIIC,1/16/1940,9/3/1940,9/18/1941,6/21/1941,5/12/1943,Sunk,0,46.39,-26.54,49,"Deutsche Werke AG, Kiel",6
457,U-457,VIIC,1/16/1940,10/26/1940,11/5/1941,10/4/1941,9/16/1942,Sunk,0,75.05,43.15,45,"Deutsche Werke AG, Kiel",2
458,U-458,VIIC,1/16/1940,10/16/1940,12/12/1941,10/4/1941,8/22/1943,Sunk,39,36.25,12.39,8,"Deutsche Werke AG, Kiel",2
459,U-459,XIV,5/14/1940,11/22/1940,11/15/1941,9/13/1941,7/24/1943,Scuttled,41,45.53,-10.38,18,"Deutsche Werke AG, Kiel",0
460,U-460,XIV,5/14/1940,11/30/1940,12/24/1941,9/13/1941,10/4/1943,Sunk,2,43.18,-28.58,62,"Deutsche Werke AG, Kiel",0
461,U-461,XIV,5/14/1940,12/9/1940,1/30/1942,11/8/1941,7/30/1943,Sunk,15,45.33,-10.48,53,"Deutsche Werke AG, Kiel",0
462,U-462,XIV,5/14/1940,1/2/1941,3/5/1942,11/29/1941,7/30/1943,Sunk,64,,,1,"Deutsche Werke AG, Kiel",0
463,U-463,XIV,8/15/1940,3/8/1941,4/2/1942,12/20/1941,5/16/1943,Sunk,0,45.57,-11.40,57,"Deutsche Werke AG, Kiel",0
464,U-464,XIV,8/15/1940,3/18/1941,4/30/1942,12/20/1941,8/20/1942,Sunk,52,61.25,-14.40,2,"Deutsche Werke AG, Kiel",0
465,U-465,VIIC,8/15/1940,5/17/1941,5/20/1942,3/30/1942,5/2/1943,Sunk,0,44.48,-8.58,48,"Deutsche Werke AG, Kiel",0
466,U-466,VIIC,8/15/1940,5/24/1941,6/17/1942,3/30/1942,8/19/1944,Scuttled,0,43.05,5.56,0,"Deutsche Werke AG, Kiel",0
467,U-467,VIIC,8/15/1940,6/22/1941,7/15/1942,5/16/1942,5/25/1943,Sunk,0,62.25,-14.52,46,"Deutsche Werke AG, Kiel",0
468,U-468,VIIC,8/15/1940,7/1/1941,8/12/1942,5/16/1942,8/11/1943,Sunk,7,12.20,-20.07,44,"Deutsche Werke AG, Kiel",1
469,U-469,VIIC,1/20/1941,10/1/1941,10/7/1942,8/8/1942,3/25/1943,Sunk,0,62.12,-16.40,47,"Deutsche Werke AG, Kiel",0
470,U-470,VIIC,1/20/1941,10/11/1941,1/7/1943,8/8/1942,10/16/1943,Sunk,2,58.20,-29.20,46,"Deutsche Werke AG, Kiel",0
471,U-471,VIIC,1/20/1941,10/25/1941,5/5/1943,3/6/1943,8/6/1944,Sunk,0,43.07,5.55,0,"Deutsche Werke AG, Kiel",0
472,U-472,VIIC,1/20/1941,11/15/1941,5/26/1943,3/6/1943,3/4/1944,Sunk,30,73.05,26.40,23,"Deutsche Werke AG, Kiel",0
473,U-473,VIIC,1/20/1941,12/1/1941,6/16/1943,4/17/1943,5/6/1944,Sunk,30,49.29,-21.22,23,"Deutsche Werke AG, Kiel",1
475,U-475,VIIC,4/10/1941,9/5/1942,7/7/1943,5/28/1943,5/3/1945,Scuttled,0,,,0,"Deutsche Werke AG, Kiel",1
476,U-476,VIIC,4/10/1941,9/19/1942,7/28/1943,6/5/1943,5/25/1944,Scuttled,21,65.08,4.53,34,"Deutsche Werke AG, Kiel",0
477,U-477,VIIC,4/10/1941,10/17/1942,8/18/1943,7/3/1943,6/3/1944,Sunk,0,63.59,1.37,51,"Deutsche Werke AG, Kiel",0
478,U-478,VIIC,4/10/1941,10/28/1942,9/8/1943,7/17/1943,6/30/1944,Sunk,0,63.27,-0.50,52,"Deutsche Werke AG, Kiel",0
479,U-479,VIIC,4/10/1941,11/19/1942,10/27/1943,8/14/1943,11/27/1944,Sunk,0,59.20,23.10,51,"Deutsche Werke AG, Kiel",1
480,U-480,VIIC,4/10/1941,12/8/1942,10/6/1943,8/14/1943,1/29/1945,Sunk,0,50.22,-1.44,48,"Deutsche Werke AG, Kiel",2
481,U-481,VIIC,6/5/1941,2/6/1943,11/10/1943,9/25/1943,5/9/1945,Surrendered,0,,,0,"Deutsche Werke AG, Kiel",4
482,U-482,VIIC,6/5/1941,2/13/1942,12/1/1943,9/25/1943,11/25/1944,Sunk,0,60.18,-4.52,48,"Deutsche Werke AG, Kiel",4
483,U-483,VIIC,6/5/1941,3/20/1943,12/22/1943,10/30/1943,5/9/1945,Surrendered,0,,,0,"Deutsche Werke AG, Kiel",1
484,U-484,VIIC,6/5/1941,3/27/1943,1/19/1944,11/20/1943,9/9/1944,Sunk,0,55.45,-11.41,52,"Deutsche Werke AG, Kiel",0
485,U-485,VIIC,6/5/1941,5/3/1943,2/23/1944,1/15/1944,5/12/1945,Surrendered,0,,,0,"Deutsche Werke AG, Kiel",0
486,U-486,VIIC,6/5/1941,5/8/1943,3/22/1944,2/12/1944,4/12/1945,Sunk,0,60.44,4.39,48,"Deutsche Werke AG, Kiel",2
487,U-487,XIV,7/17/1941,12/31/1941,12/21/1942,10/17/1942,7/13/1943,Sunk,33,27.15,-38.05,31,"F. Krupp Germaniawerft AG, Kiel",0
488,U-488,XIV,7/17/1941,1/3/1942,2/1/1943,10/17/1942,4/26/1944,Sunk,0,17.54,-38.05,64,"F. Krupp Germaniawerft AG, Kiel",0
489,U-489,XIV,7/17/1941,1/28/1942,3/8/1943,12/24/1942,8/4/1943,Sunk,53,,,1,"F. Krupp Germaniawerft AG, Kiel",0
490,U-490,XIV,7/17/1941,2/21/1942,3/27/1943,12/24/1942,6/12/1944,Sunk,60,42.47,-40.08,0,"F. Krupp Germaniawerft AG, Kiel",0
501,U-501,IXC,9/25/1939,2/12/1940,4/30/1941,1/25/1941,9/10/1941,Sunk,37,62.50,-37.50,11,"Deutsche Werft AG, Hamburg",1
502,U-502,IXC,9/25/1939,4/2/1940,5/31/1941,2/18/1941,7/6/1942,Sunk,0,46.10,-6.40,52,"Deutsche Werft AG, Hamburg",14
503,U-503,IXC,9/25/1939,4/29/1940,7/10/1941,4/5/1941,3/15/1942,Sunk,0,45.50,-48.50,51,"Deutsche Werft AG, Hamburg",0
504,U-504,IXC,9/25/1939,4/29/1940,7/30/1941,4/24/1941,7/30/1943,Sunk,0,45.33,-10.56,53,"Deutsche Werft AG, Hamburg",15
505,U-505,IXC,9/25/1939,6/12/1940,8/26/1941,5/24/1941,6/4/1944,Captured,59,21.30,-19.20,1,"Deutsche Werft AG, Hamburg",8
506,U-506,IXC,9/25/1939,7/11/1940,9/15/1941,6/20/1941,7/12/1943,Sunk,6,42.30,-16.30,48,"Deutsche Werft AG, Hamburg",14
507,U-507,IXC,10/20/1939,9/11/1940,10/8/1941,7/15/1941,1/13/1943,Sunk,0,-1.38,-39.52,54,"Deutsche Werft AG, Hamburg",19
508,U-508,IXC,10/20/1939,9/24/1940,10/20/1941,7/30/1941,11/12/1943,Sunk,0,46.00,-7.30,57,"Deutsche Werft AG, Hamburg",14
509,U-509,IXC,10/20/1939,11/1/1940,11/4/1941,8/19/1941,7/15/1943,Sunk,0,34.02,-26.01,54,"Deutsche Werft AG, Hamburg",5
510,U-510,IXC,10/20/1939,11/1/1940,11/25/1941,9/4/1941,5/9/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",11
511,U-511,IXC,10/20/1939,2/21/1941,12/8/1941,9/22/1941,9/16/1943,Given,0,,,0,"Deutsche Werft AG, Hamburg",5
512,U-512,IXC,10/20/1939,2/24/1941,12/20/1941,10/9/1941,10/2/1942,Sunk,0,6.50,-52.25,51,"Deutsche Werft AG, Hamburg",3
513,U-513,IXC,2/14/1940,4/26/1941,1/10/1942,10/29/1941,7/19/1943,Sunk,7,-27.17,-47.32,46,"Deutsche Werft AG, Hamburg",6
